"Statistic Label","Quarter","Sex","Education Attainment Level","Age Group","UNIT","VALUE"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","30 - 34 years","%","90.2"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","35 - 39 years","%","89.5"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","40 - 44 years","%","89"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","45 - 49 years","%","88.7"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","50 - 54 years","%","88.5"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","55 - 59 years","%","85.6"
"Employment rate","2022Q3","Both sexes","Tertiary education (Levels 5-8)","60 - 64 years","%","63.2"
"Employment rate","2022Q3","Both sexes","Level of education - not stated","All ages","%","73.7"
"Employment rate","2022Q3","Both sexes","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2022Q3","Both sexes","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2022Q3","Both sexes","Level of education - not stated","25 - 54 years","%","80.4"
"Employment rate","2022Q3","Both sexes","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2022Q3","Both sexes","Level of education - not stated","35 - 39 years","%","86.5"
"Employment rate","2022Q3","Both sexes","Level of education - not stated","40 - 44 years","%","91.7"
"Employment rate","2022Q3","Both sexes","Level of education - not stated","45 - 49 years","%","79.1"
"Employment rate","2022Q3","Both sexes","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2022Q3","Both sexes","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2022Q3","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","All ages","%","84.6"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","70.8"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","84.3"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","89.2"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","89.2"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","90.8"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","40 - 44 years","%","92.5"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","45 - 49 years","%","88.7"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","50 - 54 years","%","88.2"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","55 - 59 years","%","81.5"
"Employment rate","2022Q3","Male","Levels of Education (Levels  0-8)","60 - 64 years","%","68.5"
"Employment rate","2022Q3","Male","Less than primary (Level 0)","All ages","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2022Q3","Male","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","All ages","%","67.5"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","69.5"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","68.7"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","73.9"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","71.9"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","74.9"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","68.2"
"Employment rate","2022Q3","Male","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","61.5"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","82.9"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","68.8"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","82.5"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","88.2"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","86.6"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","90.2"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","91.9"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","89.4"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","86.8"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","83.6"
"Employment rate","2022Q3","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","71"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","All ages","%","91.7"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","20 - 24 years","%","79.5"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","25 - 29 years","%","90.4"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","25 - 54 years","%","94.3"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","30 - 34 years","%","94.3"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","35 - 39 years","%","95.8"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","40 - 44 years","%","96.2"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","45 - 49 years","%","92.9"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","50 - 54 years","%","95.6"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","55 - 59 years","%","92.8"
"Employment rate","2022Q3","Male","Tertiary education (Levels 5-8)","60 - 64 years","%","71.9"
"Employment rate","2022Q3","Male","Level of education - not stated","All ages","%","77.8"
"Employment rate","2022Q3","Male","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","25 - 54 years","%","84.7"
"Employment rate","2022Q3","Male","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2022Q3","Male","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","All ages","%","71.8"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","20 - 24 years","%","63.3"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","25 - 29 years","%","79.2"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","25 - 54 years","%","76.5"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","30 - 34 years","%","76.3"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","35 - 39 years","%","76"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","40 - 44 years","%","77.2"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","45 - 49 years","%","77.9"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","50 - 54 years","%","72.2"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","55 - 59 years","%","68.9"
"Employment rate","2022Q3","Female","Levels of Education (Levels  0-8)","60 - 64 years","%","48.1"
"Employment rate","2022Q3","Female","Less than primary (Level 0)","All ages","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2022Q3","Female","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","All ages","%","39.7"
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","41.8"
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%",""
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%",""
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","43.9"
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","45.8"
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","46.2"
"Employment rate","2022Q3","Female","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","31.3"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","64.7"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","61.3"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","70.8"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","67.4"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","61.3"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","66.2"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","66.9"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","72.8"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","67.5"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","67.8"
"Employment rate","2022Q3","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","51.1"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","All ages","%","81.8"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","20 - 24 years","%","73"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","25 - 29 years","%","85.5"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","25 - 54 years","%","84.7"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","30 - 34 years","%","86.7"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","35 - 39 years","%","84.8"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","40 - 44 years","%","83.5"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","45 - 49 years","%","85.4"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","50 - 54 years","%","82.1"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","55 - 59 years","%","79.9"
"Employment rate","2022Q3","Female","Tertiary education (Levels 5-8)","60 - 64 years","%","55.4"
"Employment rate","2022Q3","Female","Level of education - not stated","All ages","%","68.4"
"Employment rate","2022Q3","Female","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","25 - 54 years","%","75.1"
"Employment rate","2022Q3","Female","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2022Q3","Female","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","All ages","%","78.4"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","20 - 24 years","%","67.4"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","25 - 29 years","%","82.8"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","25 - 54 years","%","82.9"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","30 - 34 years","%","82.1"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","35 - 39 years","%","82.8"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","40 - 44 years","%","85.2"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","45 - 49 years","%","83.2"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","50 - 54 years","%","80.9"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","55 - 59 years","%","74.1"
"Employment rate","2022Q4","Both sexes","Levels of Education (Levels  0-8)","60 - 64 years","%","60.1"
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","All ages","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2022Q4","Both sexes","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","All ages","%","53.8"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","55.3"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%","42.7"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","52.9"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","68.6"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","54.3"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","58.4"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","54.7"
"Employment rate","2022Q4","Both sexes","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","52.5"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","74.2"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","65.4"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","75.5"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","78.4"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","75"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","78.6"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","80.5"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","81.5"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","78.2"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","76.1"
"Employment rate","2022Q4","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","61.7"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","All ages","%","87.1"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","20 - 24 years","%","79.1"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","25 - 29 years","%","90.3"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","25 - 54 years","%","89.9"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","30 - 34 years","%","90.3"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","35 - 39 years","%","88.6"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","40 - 44 years","%","89.9"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","45 - 49 years","%","90.1"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","50 - 54 years","%","90.3"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","55 - 59 years","%","83.5"
"Employment rate","2022Q4","Both sexes","Tertiary education (Levels 5-8)","60 - 64 years","%","64.2"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","All ages","%","70.6"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2022Q4","Both sexes","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2022Q4","Both sexes","Level of education - not stated","25 - 54 years","%","76.6"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","30 - 34 years","%","75.3"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","35 - 39 years","%","76.4"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","40 - 44 years","%","79.8"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","45 - 49 years","%","72.4"
"Employment rate","2022Q4","Both sexes","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2022Q4","Both sexes","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2022Q4","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","All ages","%","84.1"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","68.7"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","85.6"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","88.8"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","85.9"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","90.5"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","40 - 44 years","%","92"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","45 - 49 years","%","89.9"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","50 - 54 years","%","87.3"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","55 - 59 years","%","80.8"
"Employment rate","2022Q4","Male","Levels of Education (Levels  0-8)","60 - 64 years","%","70"
"Employment rate","2022Q4","Male","Less than primary (Level 0)","All ages","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2022Q4","Male","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","All ages","%","65.6"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","67.7"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","65.9"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","77.6"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","71.2"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","69.2"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","63.5"
"Employment rate","2022Q4","Male","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","66.5"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","82"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","67.1"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","80.6"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","87.2"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","82.1"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","90.8"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","90.4"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","90.4"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","86.5"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","85.3"
"Employment rate","2022Q4","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","70.6"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","All ages","%","91.7"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","20 - 24 years","%","80.4"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","25 - 29 years","%","91.9"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","25 - 54 years","%","94.3"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","30 - 34 years","%","92.6"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","35 - 39 years","%","94.5"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","40 - 44 years","%","96.2"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","45 - 49 years","%","95"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","50 - 54 years","%","95.5"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","55 - 59 years","%","89.2"
"Employment rate","2022Q4","Male","Tertiary education (Levels 5-8)","60 - 64 years","%","73.4"
"Employment rate","2022Q4","Male","Level of education - not stated","All ages","%","73.9"
"Employment rate","2022Q4","Male","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","25 - 54 years","%","80.4"
"Employment rate","2022Q4","Male","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2022Q4","Male","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","All ages","%","72.8"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","20 - 24 years","%","66"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","25 - 29 years","%","79.9"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","25 - 54 years","%","77.3"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","30 - 34 years","%","78.4"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","35 - 39 years","%","75.7"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","40 - 44 years","%","78.8"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","45 - 49 years","%","76.7"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","50 - 54 years","%","74.6"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","55 - 59 years","%","67.5"
"Employment rate","2022Q4","Female","Levels of Education (Levels  0-8)","60 - 64 years","%","50.6"
"Employment rate","2022Q4","Female","Less than primary (Level 0)","All ages","%",""
