Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,Employment_Rate,Unemployment_Rate
2021,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,94.3,
2021,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,93.3,
2021,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,86.8,
2021,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,84.2,
2021,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,81.2,
2021,40 - 44 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,40 - 44 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,40 - 44 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,40 - 44 years,Both sexes,Less than primary (Level 0),Southern,,
2021,40 - 44 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,40 - 44 years,Both sexes,Level of education - not stated,Ireland,73.4,
2021,40 - 44 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,40 - 44 years,Both sexes,Level of education - not stated,Southern,,
2021,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,83.4,
2021,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Ireland,82.0,
2021,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,80.0,
2021,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Southern,80.7,
2021,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,54.3,
2021,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2021,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,89.6,
2021,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Ireland,88.8,
2021,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,90.5,
2021,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Southern,86.4,
2021,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,79.3,
2021,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,77.8,
2021,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,75.0,
2021,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,77.2,
2021,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,40 - 44 years,Female,Less than primary (Level 0),Ireland,,
2021,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,,
2021,40 - 44 years,Female,Less than primary (Level 0),Southern,,
2021,40 - 44 years,Female,Level of education - not stated,Eastern and Midland,,
2021,40 - 44 years,Female,Level of education - not stated,Ireland,,
2021,40 - 44 years,Female,Level of education - not stated,Northern and Western,,
2021,40 - 44 years,Female,Level of education - not stated,Southern,,
2021,40 - 44 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,75.9,
2021,40 - 44 years,Female,Levels of Education (Levels  0-8),Ireland,75.6,
2021,40 - 44 years,Female,Levels of Education (Levels  0-8),Northern and Western,74.6,
2021,40 - 44 years,Female,Levels of Education (Levels  0-8),Southern,75.8,
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,83.8,
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Ireland,84.6,
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,86.3,
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,85.3,
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,70.3,
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,65.9,
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,63.8,
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,61.8,
2021,40 - 44 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,40 - 44 years,Male,Less than primary (Level 0),Ireland,,
2021,40 - 44 years,Male,Less than primary (Level 0),Northern and Western,,
2021,40 - 44 years,Male,Less than primary (Level 0),Southern,,
2021,40 - 44 years,Male,Level of education - not stated,Eastern and Midland,,
2021,40 - 44 years,Male,Level of education - not stated,Ireland,,
2021,40 - 44 years,Male,Level of education - not stated,Northern and Western,,
2021,40 - 44 years,Male,Level of education - not stated,Southern,,
2021,40 - 44 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,91.3,
2021,40 - 44 years,Male,Levels of Education (Levels  0-8),Ireland,88.6,
2021,40 - 44 years,Male,Levels of Education (Levels  0-8),Northern and Western,85.7,
2021,40 - 44 years,Male,Levels of Education (Levels  0-8),Southern,85.9,
2021,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,65.3,
2021,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2021,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,96.2,
2021,40 - 44 years,Male,Tertiary education (Levels 5-8),Ireland,93.9,
2021,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,96.1,
2021,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,87.9,
2021,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,87.9,
2021,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,88.6,
2021,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,85.5,
2021,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,90.7,
2021,45 - 49 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,45 - 49 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,45 - 49 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,45 - 49 years,Both sexes,Less than primary (Level 0),Southern,,
2021,45 - 49 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,45 - 49 years,Both sexes,Level of education - not stated,Ireland,69.0,
2021,45 - 49 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,45 - 49 years,Both sexes,Level of education - not stated,Southern,,
2021,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,79.6,
2021,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Ireland,79.9,
2021,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,79.8,
2021,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Southern,80.5,
2021,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,48.0,
2021,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,53.2,
2021,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,55.0,
2021,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,87.7,
2021,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Ireland,88.3,
2021,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,89.2,
2021,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Southern,88.9,
2021,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,75.4,
2021,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,75.8,
2021,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,72.4,
2021,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,77.9,
2021,45 - 49 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,45 - 49 years,Female,Less than primary (Level 0),Ireland,,
2021,45 - 49 years,Female,Less than primary (Level 0),Northern and Western,,
2021,45 - 49 years,Female,Less than primary (Level 0),Southern,,
2021,45 - 49 years,Female,Level of education - not stated,Eastern and Midland,,
2021,45 - 49 years,Female,Level of education - not stated,Ireland,,
2021,45 - 49 years,Female,Level of education - not stated,Northern and Western,,
2021,45 - 49 years,Female,Level of education - not stated,Southern,,
2021,45 - 49 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,74.8,
2021,45 - 49 years,Female,Levels of Education (Levels  0-8),Ireland,74.6,
2021,45 - 49 years,Female,Levels of Education (Levels  0-8),Northern and Western,72.9,
2021,45 - 49 years,Female,Levels of Education (Levels  0-8),Southern,75.3,
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.8,
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Ireland,86.3,
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,91.6,
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,84.6,
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,61.8,
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,63.5,
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,67.8,
2021,45 - 49 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,45 - 49 years,Male,Less than primary (Level 0),Ireland,,
2021,45 - 49 years,Male,Less than primary (Level 0),Northern and Western,,
2021,45 - 49 years,Male,Less than primary (Level 0),Southern,,
2021,45 - 49 years,Male,Level of education - not stated,Eastern and Midland,,
2021,45 - 49 years,Male,Level of education - not stated,Ireland,,
2021,45 - 49 years,Male,Level of education - not stated,Northern and Western,,
2021,45 - 49 years,Male,Level of education - not stated,Southern,,
2021,45 - 49 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,84.5,
2021,45 - 49 years,Male,Levels of Education (Levels  0-8),Ireland,85.3,
2021,45 - 49 years,Male,Levels of Education (Levels  0-8),Northern and Western,87.0,
2021,45 - 49 years,Male,Levels of Education (Levels  0-8),Southern,85.7,
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,65.3,
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,89.9,
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Ireland,90.7,
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,86.6,
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,94.5,
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,85.8,
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,86.5,
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,87.5,
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,87.0,
2021,50 - 54 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,50 - 54 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,50 - 54 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,50 - 54 years,Both sexes,Less than primary (Level 0),Southern,,
2021,50 - 54 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,50 - 54 years,Both sexes,Level of education - not stated,Ireland,74.7,
2021,50 - 54 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,50 - 54 years,Both sexes,Level of education - not stated,Southern,,
2021,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,77.5,
2021,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,76.7,
2021,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,79.8,
2021,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,73.8,
2021,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,51.5,
2021,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,53.6,
2021,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,53.0,
2021,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,86.8,
2021,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,87.5,
2021,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,92.0,
2021,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,86.5,
2021,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,75.6,
2021,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,74.3,
2021,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,76.2,
2021,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,71.7,
2021,50 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,50 - 54 years,Female,Less than primary (Level 0),Ireland,,
2021,50 - 54 years,Female,Less than primary (Level 0),Northern and Western,,
2021,50 - 54 years,Female,Less than primary (Level 0),Southern,,
2021,50 - 54 years,Female,Level of education - not stated,Eastern and Midland,,
2021,50 - 54 years,Female,Level of education - not stated,Ireland,,
2021,50 - 54 years,Female,Level of education - not stated,Northern and Western,,
2021,50 - 54 years,Female,Level of education - not stated,Southern,,
2021,50 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,69.5,
2021,50 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,70.2,
2021,50 - 54 years,Female,Levels of Education (Levels  0-8),Northern and Western,76.5,
2021,50 - 54 years,Female,Levels of Education (Levels  0-8),Southern,67.9,
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.8,
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,84.5,
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,89.6,
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,81.2,
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,67.9,
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,67.8,
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,71.9,
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.5,
2021,50 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,50 - 54 years,Male,Less than primary (Level 0),Ireland,,
2021,50 - 54 years,Male,Less than primary (Level 0),Northern and Western,,
2021,50 - 54 years,Male,Less than primary (Level 0),Southern,,
2021,50 - 54 years,Male,Level of education - not stated,Eastern and Midland,,
2021,50 - 54 years,Male,Level of education - not stated,Ireland,,
2021,50 - 54 years,Male,Level of education - not stated,Northern and Western,,
2021,50 - 54 years,Male,Level of education - not stated,Southern,,
2021,50 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,85.5,
2021,50 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,83.1,
2021,50 - 54 years,Male,Levels of Education (Levels  0-8),Northern and Western,83.2,
2021,50 - 54 years,Male,Levels of Education (Levels  0-8),Southern,79.7,
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,79.9,
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,72.0,
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,64.7,
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,88.8,
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Ireland,91.0,
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,95.4,
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,93.4,
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,84.6,
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,80.8,
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,80.2,
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,77.4,
2021,55 - 59 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,55 - 59 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,55 - 59 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,55 - 59 years,Both sexes,Less than primary (Level 0),Southern,,
2021,55 - 59 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,55 - 59 years,Both sexes,Level of education - not stated,Ireland,,
2021,55 - 59 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,55 - 59 years,Both sexes,Level of education - not stated,Southern,,
2021,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,72.2,
2021,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Ireland,71.5,
2021,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,74.3,
2021,55 - 59 years,Both sexes,Levels of Education (Levels  0-8),Southern,69.2,
2021,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,61.1,
2021,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,59.4,
2021,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,62.7,
2021,55 - 59 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,55.8,
2021,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,80.4,
2021,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Ireland,81.1,
2021,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,82.7,
2021,55 - 59 years,Both sexes,Tertiary education (Levels 5-8),Southern,81.4,
2021,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,69.4,
2021,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,69.4,
2021,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,75.3,
2021,55 - 59 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,66.0,
2021,55 - 59 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,55 - 59 years,Female,Less than primary (Level 0),Ireland,,
2021,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,,
2021,55 - 59 years,Female,Less than primary (Level 0),Southern,,
2021,55 - 59 years,Female,Level of education - not stated,Eastern and Midland,,
2021,55 - 59 years,Female,Level of education - not stated,Ireland,,
2021,55 - 59 years,Female,Level of education - not stated,Northern and Western,,
2021,55 - 59 years,Female,Level of education - not stated,Southern,,
2021,55 - 59 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,67.3,
2021,55 - 59 years,Female,Levels of Education (Levels  0-8),Ireland,65.1,
2021,55 - 59 years,Female,Levels of Education (Levels  0-8),Northern and Western,68.4,
2021,55 - 59 years,Female,Levels of Education (Levels  0-8),Southern,60.2,
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,44.4,
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,75.6,
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Ireland,76.7,
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,77.5,
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,77.8,
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,65.8,
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,64.0,
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,72.0,
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,57.4,
2021,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,55 - 59 years,Male,Less than primary (Level 0),Ireland,,
2021,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,,
2021,55 - 59 years,Male,Less than primary (Level 0),Southern,,
2021,55 - 59 years,Male,Level of education - not stated,Eastern and Midland,,
2021,55 - 59 years,Male,Level of education - not stated,Ireland,,
2021,55 - 59 years,Male,Level of education - not stated,Northern and Western,,
2021,55 - 59 years,Male,Level of education - not stated,Southern,,
2021,55 - 59 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,77.3,
2021,55 - 59 years,Male,Levels of Education (Levels  0-8),Ireland,78.2,
2021,55 - 59 years,Male,Levels of Education (Levels  0-8),Northern and Western,80.1,
2021,55 - 59 years,Male,Levels of Education (Levels  0-8),Southern,78.2,
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,67.0,
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,69.8,
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,72.3,
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,71.1,
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,85.6,
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Ireland,86.1,
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,89.2,
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,85.3,
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,73.3,
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,75.4,
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,79.0,
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,76.0,
2021,55 - 74 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,55 - 74 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,55 - 74 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,55 - 74 years,Both sexes,Less than primary (Level 0),Southern,,
2021,55 - 74 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,55 - 74 years,Both sexes,Level of education - not stated,Ireland,,
2021,55 - 74 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,55 - 74 years,Both sexes,Level of education - not stated,Southern,,
2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,,5.6
2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Ireland,,4.9
2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,,
2021,55 - 74 years,Both sexes,Levels of Education (Levels  0-8),Southern,,5.6
2021,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,55 - 74 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2021,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,,
2021,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Ireland,,4.3
2021,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,,
2021,55 - 74 years,Both sexes,Tertiary education (Levels 5-8),Southern,,
2021,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,
2021,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,5.3
2021,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,55 - 74 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2021,55 - 74 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,55 - 74 years,Female,Less than primary (Level 0),Ireland,,
2021,55 - 74 years,Female,Less than primary (Level 0),Northern and Western,,
2021,55 - 74 years,Female,Less than primary (Level 0),Southern,,
2021,55 - 74 years,Female,Level of education - not stated,Eastern and Midland,,
2021,55 - 74 years,Female,Level of education - not stated,Ireland,,
2021,55 - 74 years,Female,Level of education - not stated,Northern and Western,,
2021,55 - 74 years,Female,Level of education - not stated,Southern,,
2021,55 - 74 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,,
2021,55 - 74 years,Female,Levels of Education (Levels  0-8),Ireland,,4.9
2021,55 - 74 years,Female,Levels of Education (Levels  0-8),Northern and Western,,
2021,55 - 74 years,Female,Levels of Education (Levels  0-8),Southern,,
2021,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,55 - 74 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,55 - 74 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,,
2021,55 - 74 years,Female,Tertiary education (Levels 5-8),Ireland,,
