Statistic Label,Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,UNIT,VALUE
Employment Rate,2023,All ages,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,92.1
Employment Rate,2023,All ages,Male,Level of education - not stated,Ireland,%,80.1
Employment Rate,2023,All ages,Male,Level of education - not stated,Southern,%,86.4
Employment Rate,2023,All ages,Male,Level of education - not stated,Eastern and Midland,%,77.0
Employment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Ireland,%,74.2
Employment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Northern and Western,%,72.7
Employment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Southern,%,73.3
Employment Rate,2023,All ages,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,75.3
Employment Rate,2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Ireland,%,40.1
Employment Rate,2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,40.0
Employment Rate,2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Southern,%,40.4
Employment Rate,2023,All ages,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,40.0
Employment Rate,2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,65.1
Employment Rate,2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,70.2
Employment Rate,2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,65.1
Employment Rate,2023,All ages,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,63.2
Employment Rate,2023,All ages,Female,Tertiary education (Levels 5-8),Ireland,%,83.7
Employment Rate,2023,All ages,Female,Tertiary education (Levels 5-8),Northern and Western,%,80.2
Employment Rate,2023,All ages,Female,Tertiary education (Levels 5-8),Southern,%,82.6
Employment Rate,2023,All ages,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,85.5
Employment Rate,2023,All ages,Female,Level of education - not stated,Ireland,%,64.9
Employment Rate,2023,All ages,Female,Level of education - not stated,Eastern and Midland,%,67.5
Employment Rate,2023,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,71.5
Employment Rate,2023,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,69.0
Employment Rate,2023,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,68.3
Employment Rate,2023,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,74.3
Employment Rate,2023,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,68.5
Employment Rate,2023,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,69.3
Employment Rate,2023,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,68.1
Employment Rate,2023,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,68.3
Employment Rate,2023,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,83.1
Employment Rate,2023,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,77.7
Employment Rate,2023,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,74.2
Employment Rate,2023,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,88.4
Employment Rate,2023,20 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,%,72.7
Employment Rate,2023,20 - 24 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,70.4
Employment Rate,2023,20 - 24 years,Male,Levels of Education (Levels  0-8),Southern,%,67.5
Employment Rate,2023,20 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,76.9
Employment Rate,2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,69.5
Employment Rate,2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,71.0
Employment Rate,2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,65.1
Employment Rate,2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,72.3
Employment Rate,2023,20 - 24 years,Male,Tertiary education (Levels 5-8),Ireland,%,84.8
Employment Rate,2023,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,88.9
Employment Rate,2023,20 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,%,70.1
Employment Rate,2023,20 - 24 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,67.5
Employment Rate,2023,20 - 24 years,Female,Levels of Education (Levels  0-8),Southern,%,69.2
Employment Rate,2023,20 - 24 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,71.6
Employment Rate,2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,67.2
Employment Rate,2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,67.2
Employment Rate,2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,72.5
Employment Rate,2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,63.8
Employment Rate,2023,20 - 24 years,Female,Tertiary education (Levels 5-8),Ireland,%,81.9
Employment Rate,2023,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,%,71.5
Employment Rate,2023,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,87.9
Employment Rate,2023,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,81.6
Employment Rate,2023,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,73.3
Employment Rate,2023,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,79.6
Employment Rate,2023,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,85.2
Employment Rate,2023,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,75.5
Employment Rate,2023,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,82.9
Employment Rate,2023,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,65.9
Employment Rate,2023,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,79.5
Employment Rate,2023,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,88.3
Employment Rate,2023,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,77.7
Employment Rate,2023,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,89.5
Employment Rate,2023,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,90.4
Employment Rate,2023,25 - 29 years,Male,Levels of Education (Levels  0-8),Ireland,%,83.2
Employment Rate,2023,25 - 29 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,79.5
Employment Rate,2023,25 - 29 years,Male,Levels of Education (Levels  0-8),Southern,%,77.3
Employment Rate,2023,25 - 29 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,87.7
Employment Rate,2023,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,75.7
Employment Rate,2023,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,66.7
Employment Rate,2023,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,80.3
Employment Rate,2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Ireland,%,90.0
Employment Rate,2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,91.0
Employment Rate,2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,%,83.6
Employment Rate,2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,92.5
Employment Rate,2023,25 - 29 years,Female,Levels of Education (Levels  0-8),Ireland,%,80.0
Employment Rate,2023,25 - 29 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,66.8
Employment Rate,2023,25 - 29 years,Female,Levels of Education (Levels  0-8),Southern,%,81.9
Employment Rate,2023,25 - 29 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,82.6
Employment Rate,2023,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,75.1
Employment Rate,2023,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,78.6
Employment Rate,2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Ireland,%,86.9
Employment Rate,2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,66.7
Employment Rate,2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,%,93.9
Employment Rate,2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,88.5
Employment Rate,2023,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,83.8
Employment Rate,2023,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,80.8
Employment Rate,2023,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,80.3
Employment Rate,2023,30 - 34 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,86.5
Employment Rate,2023,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,75.2
Employment Rate,2023,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,79.1
Employment Rate,2023,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,70.7
Employment Rate,2023,30 - 34 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,76.9
Employment Rate,2023,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,90.0
Employment Rate,2023,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,88.7
Employment Rate,2023,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,86.0
Employment Rate,2023,30 - 34 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,92.2
Employment Rate,2023,30 - 34 years,Male,Levels of Education (Levels  0-8),Ireland,%,89.5
Employment Rate,2023,30 - 34 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,85.3
Employment Rate,2023,30 - 34 years,Male,Levels of Education (Levels  0-8),Southern,%,88.3
Employment Rate,2023,30 - 34 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,91.3
Employment Rate,2023,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,88.3
Employment Rate,2023,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,82.9
Employment Rate,2023,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,90.9
Employment Rate,2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Ireland,%,92.3
Employment Rate,2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,87.7
Employment Rate,2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,%,91.4
Employment Rate,2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,93.7
Employment Rate,2023,30 - 34 years,Female,Levels of Education (Levels  0-8),Ireland,%,78.4
Employment Rate,2023,30 - 34 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,76.7
Employment Rate,2023,30 - 34 years,Female,Levels of Education (Levels  0-8),Southern,%,72.9
Employment Rate,2023,30 - 34 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,82.0
Employment Rate,2023,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,60.2
Employment Rate,2023,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,55.8
Employment Rate,2023,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,61.1
Employment Rate,2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Ireland,%,88.0
Employment Rate,2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,89.5
Employment Rate,2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Southern,%,81.9
Employment Rate,2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,90.9
Employment Rate,2023,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,82.9
Employment Rate,2023,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,80.9
Employment Rate,2023,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,85.2
Employment Rate,2023,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,82.3
Employment Rate,2023,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,48.8
Employment Rate,2023,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,75.0
Employment Rate,2023,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,72.6
Employment Rate,2023,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,74.6
Employment Rate,2023,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,76.1
Employment Rate,2023,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,90.8
Employment Rate,2023,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,88.4
Employment Rate,2023,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,95.7
Employment Rate,2023,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,89.1
Employment Rate,2023,35 - 39 years,Male,Levels of Education (Levels  0-8),Ireland,%,89.1
Employment Rate,2023,35 - 39 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,91.1
Employment Rate,2023,35 - 39 years,Male,Levels of Education (Levels  0-8),Southern,%,88.8
Employment Rate,2023,35 - 39 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,88.7
Employment Rate,2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,86.0
Employment Rate,2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,82.0
Employment Rate,2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,84.9
Employment Rate,2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,88.2
Employment Rate,2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Ireland,%,96.7
Employment Rate,2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,99.3
Employment Rate,2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,%,99.0
Employment Rate,2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,94.8
Employment Rate,2023,35 - 39 years,Female,Levels of Education (Levels  0-8),Ireland,%,77.3
Employment Rate,2023,35 - 39 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,71.8
Employment Rate,2023,35 - 39 years,Female,Levels of Education (Levels  0-8),Southern,%,82.0
Employment Rate,2023,35 - 39 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,76.2
Employment Rate,2023,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,60.5
Employment Rate,2023,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,61.8
Employment Rate,2023,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,60.0
Employment Rate,2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Ireland,%,86.6
Employment Rate,2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,80.5
Employment Rate,2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,%,93.5
Employment Rate,2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,84.8
Employment Rate,2023,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,86.0
Employment Rate,2023,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,84.3
Employment Rate,2023,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,84.7
Employment Rate,2023,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,87.4
Employment Rate,2023,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,56.9
Employment Rate,2023,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,62.5
Employment Rate,2023,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,55.5
Employment Rate,2023,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,84.3
Employment Rate,2023,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,90.4
Employment Rate,2023,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,81.7
Employment Rate,2023,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,84.1
Employment Rate,2023,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,90.8
Employment Rate,2023,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,88.4
Employment Rate,2023,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,88.6
Employment Rate,2023,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,92.9
Employment Rate,2023,40 - 44 years,Both sexes,Level of education - not stated,Ireland,%,71.7
Employment Rate,2023,40 - 44 years,Male,Levels of Education (Levels  0-8),Ireland,%,91.3
Employment Rate,2023,40 - 44 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,89.9
Employment Rate,2023,40 - 44 years,Male,Levels of Education (Levels  0-8),Southern,%,90.5
Employment Rate,2023,40 - 44 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,92.1
Employment Rate,2023,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,72.0
Employment Rate,2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,90.4
Employment Rate,2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,92.6
Employment Rate,2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,89.6
Employment Rate,2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,90.1
Employment Rate,2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Ireland,%,95.1
Employment Rate,2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,93.4
Employment Rate,2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,%,94.3
Employment Rate,2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,96.1
Employment Rate,2023,40 - 44 years,Female,Levels of Education (Levels  0-8),Ireland,%,81.1
Employment Rate,2023,40 - 44 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,79.2
Employment Rate,2023,40 - 44 years,Female,Levels of Education (Levels  0-8),Southern,%,79.3
Employment Rate,2023,40 - 44 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,82.8
Employment Rate,2023,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,77.0
Employment Rate,2023,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,72.8
Employment Rate,2023,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,77.0
Employment Rate,2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Ireland,%,87.4
Employment Rate,2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,84.9
Employment Rate,2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,%,84.5
Employment Rate,2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,90.2
Employment Rate,2023,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,85.1
Employment Rate,2023,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,83.7
Employment Rate,2023,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,82.8
Employment Rate,2023,45 - 49 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,87.1
Employment Rate,2023,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,61.9
Employment Rate,2023,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,63.7
Employment Rate,2023,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,65.1
Employment Rate,2023,45 - 49 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,57.5
Employment Rate,2023,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,84.0
Employment Rate,2023,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,85.6
Employment Rate,2023,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,81.9
Employment Rate,2023,45 - 49 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,84.8
Employment Rate,2023,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,88.5
Employment Rate,2023,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,85.6
Employment Rate,2023,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,85.6
Employment Rate,2023,45 - 49 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,91.3
Employment Rate,2023,45 - 49 years,Male,Levels of Education (Levels  0-8),Ireland,%,91.2
Employment Rate,2023,45 - 49 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,87.7
Employment Rate,2023,45 - 49 years,Male,Levels of Education (Levels  0-8),Southern,%,90.5
Employment Rate,2023,45 - 49 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,92.8
Employment Rate,2023,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,79.0
Employment Rate,2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,91.3
Employment Rate,2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,90.3
Employment Rate,2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,90.0
Employment Rate,2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,92.4
Employment Rate,2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Ireland,%,93.2
Employment Rate,2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,84.8
Employment Rate,2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,%,93.8
Employment Rate,2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,95.4
Employment Rate,2023,45 - 49 years,Female,Levels of Education (Levels  0-8),Ireland,%,79.2
Employment Rate,2023,45 - 49 years,Female,Levels of Education (Levels  0-8),Northern and Western,%,79.8
Employment Rate,2023,45 - 49 years,Female,Levels of Education (Levels  0-8),Southern,%,75.3
Employment Rate,2023,45 - 49 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,%,81.7
Employment Rate,2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,73.5
Employment Rate,2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,77.8
Employment Rate,2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,74.4
Employment Rate,2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,70.8
Employment Rate,2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Ireland,%,84.9
Employment Rate,2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,86.2
Employment Rate,2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,%,78.7
Employment Rate,2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,88.2
Employment Rate,2023,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,%,81.4
Employment Rate,2023,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,%,82.9
Employment Rate,2023,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,%,81.4
Employment Rate,2023,50 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,%,80.7
Employment Rate,2023,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,%,59.3
Employment Rate,2023,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,%,74.2
Employment Rate,2023,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,%,49.0
Employment Rate,2023,50 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,60.5
Employment Rate,2023,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,%,76.4
Employment Rate,2023,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,80.6
Employment Rate,2023,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,79.3
Employment Rate,2023,50 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,73.0
Employment Rate,2023,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,%,89.1
Employment Rate,2023,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,%,85.7
Employment Rate,2023,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,%,90.3
Employment Rate,2023,50 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,%,89.6
Employment Rate,2023,50 - 54 years,Male,Levels of Education (Levels  0-8),Ireland,%,86.1
Employment Rate,2023,50 - 54 years,Male,Levels of Education (Levels  0-8),Northern and Western,%,88.6
Employment Rate,2023,50 - 54 years,Male,Levels of Education (Levels  0-8),Southern,%,84.8
Employment Rate,2023,50 - 54 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,%,86.1
Employment Rate,2023,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,%,62.9
Employment Rate,2023,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,67.0
